row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
555,TM Unifi in Hulu Selangor is working perfectly. No issues at all!,Selangor,Hulu Selangor,Unifi,Positive,Coverage,17.39,7.85,40.67,30/3/2024,214,45,0.96
556,"Astro in Hulu Selangor is working fine, though the speed isn't what it used to be.",Selangor,Hulu Selangor,Astro,Positive,Speed,16.69,6.66,36.71,29/1/2024,178,147,0.9
557,Maxis in Hulu Selangor has been unstable all day. I'm losing patience with this!,Selangor,Hulu Selangor,Maxis,Negative,Coverage,20.16,11.72,42.59,6/3/2024,364,135,0.98
558,"Maxis in Hulu Selangor is okay today, but I feel like there's a little lag every now and then. Not too bad though.",Selangor,Hulu Selangor,Maxis,Positive,Speed,20.61,7.22,13.51,20/1/2024,263,191,0.6
559,"Astro in Hulu Selangor is mostly stable, but I've noticed a slight delay when loading pages. Might just be my area?",Selangor,Hulu Selangor,Astro,Neutral,Speed & Coverage,23.31,10.82,35.71,8/3/2024,367,109,0.94
560,"Maxis in Hulu Selangor is steady, but there's definitely some lag during peak hours. Probably nothing major.",Selangor,Hulu Selangor,Maxis,Neutral,Speed & Coverage,21.4,7.62,24.61,26/3/2024,344,161,0.96
561,Astro in Hulu Selangor is ridiculous. I've been dealing with lag all day and it's still not fixed.,Selangor,Hulu Selangor,Astro,Negative,Speed,22.48,5.27,20.06,7/3/2024,272,136,0.97
562,Maxis in Hulu Selangor has been acting up all day. I'm seriously losing patience with this service.,Selangor,Hulu Selangor,Maxis,Negative,Customer Service,25.25,5.81,26.73,10/1/2024,77,77,0.98
563,Maxis in Hulu Selangor is down AGAIN. What is going on with the service?,Selangor,Hulu Selangor,Maxis,Negative,Coverage & Customer Service,22.97,9.05,27.16,27/3/2024,219,115,0.98
564,"Maxis in Hulu Selangor has been flawless. Everything's loading super fast, and I've had no issues all day.",Selangor,Hulu Selangor,Maxis,Positive,Speed & Coverage,18.27,8.94,30.86,10/3/2024,21,21,0.99
565,"Maxis in Hulu Selangor has been perfect. No interruptions, no lag, just fast and reliable connection.",Selangor,Hulu Selangor,Maxis,Positive,Speed & Coverage,22.92,9.11,39.45,18/1/2024,59,57,0.99
566,"Astro in Hulu Selangor is impressively fast today. Everything is loading in seconds, no interruptions.",Selangor,Hulu Selangor,Astro,Positive,Speed & Coverage,22.29,8.89,29.82,17/1/2024,314,136,0.97
567,Maxis in Hulu Selangor is super fast today. Loving how smooth the connection is!,Selangor,Hulu Selangor,Maxis,Positive,Speed,22.07,5.89,36.36,23/2/2024,31,31,0.99
568,"Maxis in Hulu Selangor is running perfectly today. Fast speeds, no buffering, just a flawless experience!",Selangor,Hulu Selangor,Maxis,Positive,Speed,23.67,11.37,30.39,19/2/2024,264,95,0.99
569,The internet speed from Astro in Hulu Terengganu is disappointing. Constantly lags.,Terengganu,Hulu Terengganu,Astro,Negative,Speed,15.21,9.41,42.84,6/2/2024,114,19,0.98
570,"Maxis in Hulu Terengganu has a reasonable price for their service, but itâ€™s nothing exceptional.",Terengganu,Hulu Terengganu,Maxis,Negative,Price,17.24,6.25,69.61,27/3/2024,150,51,0.8
571,"I think the cost for Astro in Hulu Terengganu is adequate for my basic needs, though more options would be nice.",Terengganu,Hulu Terengganu,Astro,Neutral,Price,18.35,9.24,63.22,19/1/2024,101,40,0.7
572,Astro in Hulu Terengganu has surprisingly good speeds. Satisfied so far!,Terengganu,Hulu Terengganu,Astro,Positive,Speed,21.5,6.4,50.25,20/3/2024,90,56,0.99
573,Happy with the price from Unifi in Hulu Terengganu. Itâ€™s affordable for what I need.,Terengganu,Hulu Terengganu,Unifi,Positive,Price,20.31,6.46,60.26,30/3/2024,42,41,0.99
574,The cost for Maxis in Hulu Terengganu is just too high for what theyâ€™re delivering.,Terengganu,Hulu Terengganu,Maxis,Negative,Price,15.19,6.95,55.28,11/1/2024,34,11,0.94
575,The connection speed with Astro in Hulu Terengganu has been solid. Happy with it!,Terengganu,Hulu Terengganu,Astro,Positive,Speed,22.29,8.52,66.02,7/3/2024,39,23,0.98
576,Astro in Hulu Terengganu is just too pricey. They keep charging more but the service doesnâ€™t improve.,Terengganu,Hulu Terengganu,Astro,Negative,Price,23.03,6.41,45.26,7/1/2024,43,18,0.97
577,"I thought Maxis in Hulu Terengganu would be affordable, but the cost is just ridiculous for this quality.",Terengganu,Hulu Terengganu,Maxis,Negative,Price,22.49,5.49,59.93,9/3/2024,21,18,0.95
578,Maxis in Hulu Terengganu is overcharging for mediocre service. Not impressed.,Terengganu,Hulu Terengganu,Maxis,Negative,Price,15.33,6.65,42.76,7/3/2024,48,12,0.98
579,I find Unifi in Hulu Terengganu to be a fair choice for the price. Glad I chose it.,Terengganu,Hulu Terengganu,Unifi,Positive,Price,19.32,5.18,58.27,12/3/2024,15,14,0.97
580,Unifi in Hulu Terengganu has speed issues almost every day. Frustrating to deal with!,Terengganu,Hulu Terengganu,Unifi,Negative,Speed,16.68,7.98,62.48,3/1/2024,62,16,0.98
581,Unifi in Hulu Terengganu offers fast and reliable speeds. Pleased with the performance.,Terengganu,Hulu Terengganu,Unifi,Positive,Speed,18.49,5.6,59.94,28/2/2024,25,22,0.98
582,Happy with the speed from TIME in Hulu Terengganu. Great for streaming and browsing.,Terengganu,Hulu Terengganu,TIME,Positive,Speed,16.51,8.97,60.5,7/1/2024,49,47,0.99
583,"Honestly, Unifi in Hulu Terengganu doesnâ€™t live up to the promised speeds. Itâ€™s way too slow.",Terengganu,Hulu Terengganu,Unifi,Negative,Speed,20.72,7.78,63.51,6/1/2024,24,24,0.97
584,"""Unifi's service interruptions are affecting our productivity; we can't afford to lose connectivity.""",Terengganu,Hulu Terengganu,Unifi,Negative,Coverage,14.85,5.36,44.18,1/2/2024,42,31,0.96
585,"""Maxis has been fantastic; their internet allows our business to operate smoothly even in rural areas.""",Terengganu,Hulu Terengganu,Maxis,Positive,Coverage,21.24,8.83,45.99,26/1/2024,61,22,0.99
586,"""Unifi's service in Hulu Terengganu is often unreliable; it disrupts our online operations.""",Terengganu,Hulu Terengganu,Unifi,Negative,Coverage,15.82,9.26,59.08,21/1/2024,82,37,0.97
587,"""Astro's slow internet in Hulu Terengganu affects my ability to participate in online classes.""",Terengganu,Hulu Terengganu,Astro,Negative,Customer Service,19.09,8.06,40.55,22/2/2024,34,30,0.93
588,"""Astro's service in Hulu Terengganu is lacking; I frequently deal with slow speeds during online classes.""",Terengganu,Hulu Terengganu,Astro,Negative,Customer Service,17.57,5.73,69.33,1/3/2024,41,41,0.96
589,"""Astro's customer support in Hulu Terengganu is utterly unresponsive; itâ€™s a nightmare trying to get help!""",Terengganu,Hulu Terengganu,Astro,Negative,Customer Service,22.79,7.83,38.8,22/3/2024,13,13,0.98
590,TIME connection in Hulu Terengganu is slower than usual today. Could be maintenance?,Terengganu,Hulu Terengganu,TIME,Negative,Speed & Coverage,19.99,8.22,43.47,27/2/2024,70,33,0.92
591,TIME internet in Hulu Terengganu is painfully slow today. Can't even load a webpage properly!,Terengganu,Hulu Terengganu,TIME,Negative,Speed,14.53,7.5,45.92,4/2/2024,120,24,0.98
592,TIME in Hulu Terengganu is working perfectly today. I hope it stays this way!,Terengganu,Hulu Terengganu,TIME,Positive,Coverage,21.05,8.63,60.39,24/3/2024,87,24,0.98
593,Unifi in Jasin has delivered on its speed promises. Good connection overall.,Melaka,Jasin,Unifi,Positive,Speed,14.76,9.46,29.51,20/1/2024,184,81,0.99
594,"For what Iâ€™m paying, TIME in Jasin should provide better service. The cost is just not right.",Melaka,Jasin,TIME,Negative,Price,22.76,6.05,50.59,28/3/2024,245,67,0.93
595,Astro in Jasin is just too pricey. They keep charging more but the service doesnâ€™t improve.,Melaka,Jasin,Astro,Negative,Price,21.2,7.7,27.17,3/3/2024,128,37,0.98
596,Not impressed with Unifi in Jasin. Itâ€™s just too costly for what Iâ€™m getting.,Melaka,Jasin,Unifi,Negative,Price,22.68,12.39,15.26,30/1/2024,89,17,0.98
597,"Astro in Jasin provides average speeds, sufficient for my daily use.",Melaka,Jasin,Astro,Positive,Speed,22.12,10.44,43.48,4/1/2024,290,116,0.64
598,The charges from TIME in Jasin are absurd. Definitely not worth this price.,Melaka,Jasin,TIME,Negative,Price,14.87,6.82,39.58,25/1/2024,310,119,0.97
599,TIME in Jasin has surprisingly good speeds. Satisfied so far!,Melaka,Jasin,TIME,Positive,Speed,18.19,6.64,16.39,12/2/2024,182,58,0.99
600,The cost for Unifi in Jasin is just too high for what theyâ€™re delivering.,Melaka,Jasin,Unifi,Negative,Price,21.45,8.4,53.67,2/1/2024,150,97,0.94
601,The cost for Astro in Jasin is just too high for what theyâ€™re delivering.,Melaka,Jasin,Astro,Negative,Price,18.41,10.65,52.02,14/1/2024,47,44,0.93
602,"I find the rates from TIME in Jasin to be average. It gets the job done, but I expected more.",Melaka,Jasin,TIME,Negative,Price,18.14,11.25,41.6,2/1/2024,290,101,0.71
603,"Astro in Jasin has a reasonable price for their service, but itâ€™s nothing exceptional.",Melaka,Jasin,Astro,Negative,Price,22.61,6.78,52.65,24/1/2024,210,60,0.84
604,TIME in Jasin barely works during peak hours. Slow speeds are a big problem.,Melaka,Jasin,TIME,Negative,Speed,18.61,10.77,31.67,9/2/2024,117,111,0.97
605,"Overall, the cost for Maxis in Jasin is fair, but it could be more competitive.",Melaka,Jasin,Maxis,Positive,Price,20.64,12.13,42.51,6/3/2024,108,59,0.51
606,"Unifi in Jasin keeps disconnecting, making it hard to get anything done.",Melaka,Jasin,Unifi,Negative,Speed,20.93,10.02,21.42,10/2/2024,139,75,0.97
607,Maxis in Jasin has surprisingly good speeds. Satisfied so far!,Melaka,Jasin,Maxis,Positive,Speed,17.09,11.87,25.18,16/3/2024,160,118,0.99
608,"Honestly, Astro in Jasin gives good service at a reasonable price. No complaints!",Melaka,Jasin,Astro,Positive,Price,21.54,5.21,33.33,7/1/2024,130,40,0.99
609,"Overall, the speed from Maxis in Jasin meets my requirements, though itâ€™s not remarkable.",Melaka,Jasin,Maxis,Neutral,Speed,21.04,6.84,32.29,1/2/2024,251,114,0.59
610,"""Unifi's service quality varies; I can't rely on them for a stable internet connection.""",Melaka,Jasin,Unifi,Negative,Coverage,15.38,9.22,13.67,18/2/2024,111,89,0.94
611,"""Maxis has excellent service; my children can play games online without any issues.""",Melaka,Jasin,Maxis,Positive,Customer Service,16.39,7.23,50.81,6/2/2024,109,21,0.99
612,"""Unifi's technical support is frustratingly slow; I canâ€™t wait for help when my kids need it.""",Melaka,Jasin,Unifi,Negative,Customer Service,22.05,8.66,31.46,31/3/2024,90,51,0.98
613,"""TIME's technical support is very responsive; they assist me quicKuala Lumpury when issues arise.""",Melaka,Jasin,TIME,Positive,Customer Service,16.53,13.09,33.71,14/1/2024,177,60,0.97
614,"""Astro's customer service response is slow; we need urgent help when our internet fails.""",Melaka,Jasin,Astro,Negative,Customer Service,17.03,7,15.29,24/1/2024,177,116,0.98
615,"""Astro's customer service in Jasin is slow to respond; I often feel ignored.""",Melaka,Jasin,Astro,Negative,Customer Service,20.29,6.95,56.49,14/2/2024,116,111,0.98
616,"""Astro's customer service in Jasin needs significant improvement; I wait too long for help.""",Melaka,Jasin,Astro,Negative,Customer Service,19.43,8.51,23.54,30/1/2024,169,85,0.96
617,"""Astro in Jasin has the worst customer service; they never resolve my issues!""",Melaka,Jasin,Astro,Negative,Customer Service,16.4,12.79,16.43,23/2/2024,150,11,0.98
618,Anyone else seeing a slight dip in Maxis speeds in Jasin?,Melaka,Jasin,Maxis,Neutral,Speed,16.79,7.84,55.35,13/1/2024,107,21,0.78
619,TM Unifi in Jasin is completely down. This is so frustrating!,Melaka,Jasin,Unifi,Negative,Coverage,18.48,11.1,41.97,20/1/2024,156,33,0.98
620,TM Unifi in Jasin is running smoothly today. Happy with the speed!,Melaka,Jasin,Unifi,Positive,Speed,19.48,9.66,58.29,30/1/2024,203,31,0.99
621,"Unifi in Jasin is working, though there's definitely some lag now and then.",Melaka,Jasin,Unifi,Neutral,Speed,22.37,7.86,24.88,19/2/2024,162,41,0.91
622,Unifi in Jasin keeps disconnecting. I'm seriously considering switching providers.,Melaka,Jasin,Unifi,Negative,Coverage,17.5,9.11,31.97,7/1/2024,169,11,0.96
623,Astro in Jasin has been really reliable. Happy with the connection!,Melaka,Jasin,Astro,Positive,Coverage,20.79,9.76,41.71,30/3/2024,231,81,0.99
624,Maxis in Jasin is running perfectly today. No interruptions at all.,Melaka,Jasin,Maxis,Positive,Coverage,16.31,12.93,32.54,25/3/2024,210,88,0.98
625,The internet speed from Astro in Jelebu is disappointing. Constantly lags.,Negeri Sembilan,Jelebu,Astro,Negative,Speed,18.23,10.96,18.73,5/2/2024,51,11,0.98
626,Really impressed with the speeds from TIME in Jelebu. No complaints here.,Negeri Sembilan,Jelebu,TIME,Positive,Speed,16.21,6.64,34.58,22/1/2024,45,29,0.99
627,The internet speed with Unifi in Jelebu has been great. Works well for me.,Negeri Sembilan,Jelebu,Unifi,Positive,Speed,19.37,7.46,38.47,7/3/2024,50,28,0.99
628,"Fairly priced, Astro in Jelebu offers good service for what Iâ€™m paying.",Negeri Sembilan,Jelebu,Astro,Positive,Price,22.05,7,38.08,19/1/2024,55,15,0.97
629,"Iâ€™m paying good money to Maxis in Jelebu, but honestly, itâ€™s not worth it for the price.",Negeri Sembilan,Jelebu,Maxis,Negative,Price,18.66,5.78,58.63,19/3/2024,56,17,0.94
630,Happy with the price from Maxis in Jelebu. Itâ€™s affordable for what I need.,Negeri Sembilan,Jelebu,Maxis,Positive,Price,15.29,7.45,32.03,10/2/2024,37,14,0.99
631,Iâ€™ve had no speed issues with Maxis in Jelebu. Works like a charm.,Negeri Sembilan,Jelebu,Maxis,Positive,Speed,22.21,8.2,51.03,2/2/2024,38,17,0.97
632,"Overall, the speed from Astro in Jelebu meets my requirements, though itâ€™s not remarkable.",Negeri Sembilan,Jelebu,Astro,Neutral,Speed,18.95,7.01,36.87,3/3/2024,43,25,0.65
633,The internet speed from TIME in Jelebu is disappointing. Constantly lags.,Negeri Sembilan,Jelebu,TIME,Negative,Speed,21.45,8.09,23.49,13/3/2024,44,14,0.98
634,"For what Iâ€™m paying, TIME in Jelebu should provide better service. The cost is just not right.",Negeri Sembilan,Jelebu,TIME,Negative,Price,15.08,11.23,25.47,31/1/2024,45,25,0.94
635,The internet speed with Astro in Jelebu is decent enough for basic tasks.,Negeri Sembilan,Jelebu,Astro,Positive,Speed,18.65,10.42,57.61,25/3/2024,42,27,0.9
636,"Maxis in Jelebu has great rates, and I feel like Iâ€™m getting my moneyâ€™s worth.",Negeri Sembilan,Jelebu,Maxis,Positive,Price,22.74,8.47,34.06,29/1/2024,34,15,0.99
637,"Overall, the cost for Astro in Jelebu is fair, but it could be more competitive.",Negeri Sembilan,Jelebu,Astro,Neutral,Price,21.74,9.96,48.69,30/1/2024,42,19,0.56
638,Astro in Jelebu is painfully slow during certain TIMEs of the day. Not reliable.,Negeri Sembilan,Jelebu,Astro,Negative,Speed,23.32,6.61,40.58,28/1/2024,43,23,0.98
639,"""Maxis offers the best connection; Iâ€™m happy with how my kids can learn online.""",Negeri Sembilan,Jelebu,Maxis,Positive,Coverage,22.15,7.87,41.31,18/3/2024,56,23,0.99
640,"""Maxis offers reliable service; we have not faced any major issues with their connectivity.""",Negeri Sembilan,Jelebu,Maxis,Positive,Coverage,22.38,10.85,70.81,5/2/2024,51,27,0.98
641,"""Astro's inconsistent speeds are frustrating; it affects our online business meetings.""",Negeri Sembilan,Jelebu,Astro,Negative,Coverage,16.03,5.38,32.4,20/2/2024,45,27,0.97
642,"""Maxis provides excellent service in Jelebu; it allows our remote employees to work effectively.""",Negeri Sembilan,Jelebu,Maxis,Positive,Coverage,23.46,11.21,48.27,2/3/2024,40,20,0.99
643,"""Astro's support team is difficult to reach; we face challenges during important calls.""",Negeri Sembilan,Jelebu,Astro,Negative,Customer Service,14.87,11.53,52.3,14/2/2024,50,22,0.93
644,"""Astro's customer support is unresponsive; we often wait too long for help during critical TIMEs.""",Negeri Sembilan,Jelebu,Astro,Negative,Customer Service,14.52,7.36,65.82,13/3/2024,38,31,0.97
645,"""Astro's slow response TIMEs in Jelebu make it difficult to resolve connectivity issues quicKuala Lumpury.""",Negeri Sembilan,Jelebu,Astro,Negative,Customer Service,20.22,8.94,47.37,9/3/2024,29,16,0.97
646,"""Astro's customer support in Jelebu is inadequate; they don't help with my internet issues.""",Negeri Sembilan,Jelebu,Astro,Negative,Customer Service,14.66,5.9,38.81,10/1/2024,39,12,0.98
647,TIME in Jelebu is performing very well. Happy with the service!,Negeri Sembilan,Jelebu,TIME,Positive,Coverage,21.05,9.4,52.69,8/2/2024,162,28,0.99
648,"TIME in Jeli delivers a consistent speed, though it doesnâ€™t exceed expectations.",Kelantan,Jeli,TIME,Positive,Speed,16,6.54,64.38,4/1/2024,80,28,0.7
649,TIME in Jeli has speed issues almost every day. Frustrating to deal with!,Kelantan,Jeli,TIME,Negative,Speed,20.69,7.07,29.32,26/2/2024,84,25,0.98
650,Astro in Jeli is painfully slow during certain TIMEs of the day. Not reliable.,Kelantan,Jeli,Astro,Negative,Speed,24.97,6.4,17.84,17/1/2024,90,34,0.98
651,TIME in Jeli costs way too much for what you actually get. Not happy with it.,Kelantan,Jeli,TIME,Negative,Price,23.26,7.91,30.39,7/3/2024,47,12,0.97
652,"Iâ€™d say the connection speed from Astro in Jeli is acceptable, nothing out of the ordinary.",Kelantan,Jeli,Astro,Positive,Speed,22.62,5.35,55.28,11/3/2024,78,18,0.9
